1700161387.6032119,e
1700161390.464361,e,[2, 3, 5, 6]
1700161391.5956662,e,[1, 2, 3, 4, 5, 6]
1700161392.524855,e,[2, 5]
1700161393.3737125,e,[1, 2, 3, 4, 5, 6]
1700161394.4932988,e,[3, 6]
1700161395.2159505,e,[2, 5]
1700161396.4087412,e,C
1700161397.0387838,e,[2]
1700161398.1439338,e,E
1700161398.6477916,c
1700161399.301875,c,C
1700161399.8105624,b
1700161400.508767,b,B
1700161401.0198932,a
1700161401.5832756,a,A
1700161402.0883934,d
1700161402.8181317,d,D
1700161403.327967,b
1700161403.9732575,b,B
1700161404.4782388,a
1700161405.0540352,a,A
1700161405.564975,d
1700161406.1981587,d,D
1700161406.712683,b
1700161407.338964,b,B
1700161407.842226,a
1700161408.4475317,a,A
1700161408.960312,b
1700161409.5730531,b,B
1700161410.076754,d
1700161410.6854563,d,D
